"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 12 09:55:51 GMT+08:00 2023","Tue Sep 12 09:55:51 GMT+08:00 2023","4","txtCompare","test_txt","TxtCompareTest","","","BanKuai_700023",""
"passed","Tue Sep 12 09:55:12 GMT+08:00 2023","Tue Sep 12 09:55:12 GMT+08:00 2023","4","txtCompare","test_txt","TxtCompareTest","","","BanKuai_szyp_5001001384",""
"passed","Tue Sep 12 09:55:14 GMT+08:00 2023","Tue Sep 12 09:55:14 GMT+08:00 2023","4","txtCompare","test_txt","TxtCompareTest","","","BanKuai_szyp_5001001562",""
"passed","Tue Sep 12 09:55:00 GMT+08:00 2023","Tue Sep 12 09:55:00 GMT+08:00 2023","4","txtCompare","test_txt","TxtCompareTest","","","BanKuai_700906",""
"passed","Tue Sep 12 09:55:13 GMT+08:00 2023","Tue Sep 12 09:55:13 GMT+08:00 2023","4","txtCompare","test_txt","TxtCompareTest","","","BanKuai_szyp_5001001462",""
"passed","Tue Sep 12 09:55:14 GMT+08:00 2023","Tue Sep 12 09:55:14 GMT+08:00 2023","4","txtCompare","test_txt","TxtCompareTest","","","BanKuai_szyp_5001001590",""
"passed","Tue Sep 12 09:55:15 GMT+08:00 2023","Tue Sep 12 09:55:15 GMT+08:00 2023","10","txtCompare","test_txt","TxtCompareTest","","","BanKuai_szyp_5001001611",""
"passed","Tue Sep 12 09:55:11 GMT+08:00 2023","Tue Sep 12 09:55:11 GMT+08:00 2023","8","txtCompare","test_txt","TxtCompareTest","","","BanKuai_szyp_5001001330",""
"passed","Tue Sep 12 09:55:01 GMT+08:00 2023","Tue Sep 12 09:55:01 GMT+08:00 2023","4","txtCompare","test_txt","TxtCompareTest","","","BanKuai_730266",""
"passed","Tue Sep 12 09:55:01 GMT+08:00 2023","Tue Sep 12 09:55:01 GMT+08:00 2023","3","txtCompare","test_txt","TxtCompareTest","","","BanKuai_730448",""
"passed","Tue Sep 12 09:55:00 GMT+08:00 2023","Tue Sep 12 09:55:00 GMT+08:00 2023","5","txtCompare","test_txt","TxtCompareTest","","","BanKuai_700875",""
"passed","Tue Sep 12 09:55:02 GMT+08:00 2023","Tue Sep 12 09:55:02 GMT+08:00 2023","9","txtCompare","test_txt","TxtCompareTest","","","BanKuai_BKD1",""
"passed","Tue Sep 12 09:55:50 GMT+08:00 2023","Tue Sep 12 09:55:50 GMT+08:00 2023","10","txtCompare","test_txt","TxtCompareTest","","","BanKuai_0520",""
"passed","Tue Sep 12 09:55:36 GMT+08:00 2023","Tue Sep 12 09:55:37 GMT+08:00 2023","946","txtCompare","test_txt","TxtCompareTest","","","BanKuai_SZ10",""
"passed","Tue Sep 12 09:55:13 GMT+08:00 2023","Tue Sep 12 09:55:13 GMT+08:00 2023","91","txtCompare","test_txt","TxtCompareTest","","","BanKuai_szyp_5001001450",""
"passed","Tue Sep 12 09:55:02 GMT+08:00 2023","Tue Sep 12 09:55:02 GMT+08:00 2023","5","txtCompare","test_txt","TxtCompareTest","","","BanKuai_R85",""
"passed","Tue Sep 12 09:55:01 GMT+08:00 2023","Tue Sep 12 09:55:01 GMT+08:00 2023","6","txtCompare","test_txt","TxtCompareTest","","","BanKuai_701155",""
"passed","Tue Sep 12 09:55:13 GMT+08:00 2023","Tue Sep 12 09:55:13 GMT+08:00 2023","15","txtCompare","test_txt","TxtCompareTest","","","BanKuai_szyp_5001001454",""
"passed","Tue Sep 12 09:55:01 GMT+08:00 2023","Tue Sep 12 09:55:02 GMT+08:00 2023","54","txtCompare","test_txt","TxtCompareTest","","","BanKuai_730477",""
"passed","Tue Sep 12 09:55:25 GMT+08:00 2023","Tue Sep 12 09:55:25 GMT+08:00 2023","5","txtCompare","test_txt","TxtCompareTest","","","BanKuai_szyp_5001000350",""
"passed","Tue Sep 12 09:55:51 GMT+08:00 2023","Tue Sep 12 09:55:51 GMT+08:00 2023","9","txtCompare","test_txt","TxtCompareTest","","","BanKuai_700021",""
"passed","Tue Sep 12 09:55:13 GMT+08:00 2023","Tue Sep 12 09:55:13 GMT+08:00 2023","5","txtCompare","test_txt","TxtCompareTest","","","BanKuai_szyp_5001001446",""
"passed","Tue Sep 12 09:55:02 GMT+08:00 2023","Tue Sep 12 09:55:02 GMT+08:00 2023","7","txtCompare","test_txt","TxtCompareTest","","","BanKuai_730496",""
"passed","Tue Sep 12 09:55:00 GMT+08:00 2023","Tue Sep 12 09:55:00 GMT+08:00 2023","7","txtCompare","test_txt","TxtCompareTest","","","BanKuai_701102",""
"passed","Tue Sep 12 09:55:15 GMT+08:00 2023","Tue Sep 12 09:55:15 GMT+08:00 2023","9","txtCompare","test_txt","TxtCompareTest","","","BanKuai_szyp_5001001659",""
"passed","Tue Sep 12 09:55:01 GMT+08:00 2023","Tue Sep 12 09:55:01 GMT+08:00 2023","3","txtCompare","test_txt","TxtCompareTest","","","BanKuai_730144",""
"passed","Tue Sep 12 09:55:01 GMT+08:00 2023","Tue Sep 12 09:55:01 GMT+08:00 2023","3","txtCompare","test_txt","TxtCompareTest","","","BanKuai_730450",""
