2010,54,011,  821031, 106,0,0,0,31589000000,0,4,20231120100251500,1,2,
2010,60,011,  821041, 106,0,0,13000000,10000000,1300000000,F,20231120100533500,1,2,
2010,261,011,  821011, 106,0,0,0,38601000000,0,4,20231120132916000,1,2,
2010,262,011,  821011, 106,0,0,0,12867000000,0,4,20231120132927200,1,2,
2010,285,011,  821034, 106,0,0,0,10000000,0,4,20231120134543200,1,2,
2010,286,011,  821034, 106,0,0,0,10000000,0,4,20231120134547700,1,2,
2010,287,011,  821034, 106,0,0,0,10000000,0,4,20231120134553400,1,2,
2010,290,011,  821034, 106,0,0,0,10000000,0,4,20231120134638000,1,2,
2010,291,011,  821034, 106,0,0,0,10000000,0,4,20231120134641300,1,2,
2010,297,011,  821041, 106,0,0,0,40000000,0,4,20231120134904300,1,2,
2010,298,011,  821025, 106,0,0,0,10000000,0,4,20231120134942700,1,2,
2010,326,011,  821033, 106,0,0,0,19000000,0,4,20231120141024200,1,2,
2010,327,011,  821043, 106,0,0,0,10000000,0,4,20231120141147300,1,2,
2010,339,011,  821035, 106,0,0,0,99990000000,0,4,20231120141458400,1,2,
2010,344,011,  821042, 106,0,0,0,100000000000,0,4,20231120141736900,1,2,
2010,362,011,  821035, 106,0,0,0,100000000000,0,4,20231120142519400,1,2,
2010,365,011,  821035, 106,0,0,0,100000000000,0,4,20231120142620900,1,2,
2010,372,011,  821035, 106,0,0,0,100000000000,0,4,20231120143128700,1,2,
2010,486,011,  821041, 106,0,0,15512300,18012000,2794075476,F,20231120152700000,1,2,
2010,487,011,  821041, 106,0,0,15512300,47012000,7292642476,F,20231120152700000,1,2,
2010,488,011,  821041, 106,0,0,15512300,51000000,7911273000,F,20231120152700000,1,2,
2010,489,011,  821041, 106,0,0,15512300,10000000,1551230000,F,20231120152700000,1,2,
2010,490,011,  821042, 106,0,0,13000000,13000000,1690000000,F,20231120152700000,1,2,
2010,491,011,  821042, 106,0,0,13000000,10000000,1300000000,F,20231120152700000,1,2,
2010,492,011,  821042, 106,0,0,13000000,10000000,1300000000,F,20231120152700000,1,2,
2010,526,011,  821042, 106,0,0,15000000,10000000,1500000000,F,20231120152929800,1,2,
