2010,5,011,  821041, 106,170400000,10000000,1,20231215092040500,2,2,1,
2010,22,011,  821015, 106,36960000,10000000,1,20231215102252000,2,2,1,
2010,23,011,  821021, 106,588700000,15281000000,1,20231215102821100,2,2,1,
2010,25,011,  821015, 106,36960000,12000000,1,20231215103000100,2,2,1,
2010,26,011,  821015, 106,36960000,14000000,1,20231215103000100,2,2,1,
2010,29,011,  821041, 106,184611300,100000000000,1,20231215103748900,2,2,1,
2010,35,011,  821023, 106,17500000,10000000,2,20231215111307300,2,2,1,
2010,36,011,  821023, 106,17000000,10000000,2,20231215111401500,2,2,1,
2010,37,011,  821033, 106,370000000,10000000,2,20231215111447000,2,2,1,
2010,38,011,  821011, 106,378200000,10000000,1,20231215111705800,2,2,1,
2010,40,011,  821023, 106,17500000,10000000,1,20231215111715300,2,2,1,
2010,41,011,  821023, 106,17000000,10000000,1,20231215111741000,2,2,1,
2010,42,011,  821023, 106,17500000,10000000,1,20231215111748800,2,2,1,
2010,43,011,  821023, 106,17500000,20000000,1,20231215111800500,2,2,1,
2010,44,011,  821023, 106,17500000,15000000,1,20231215111812200,2,2,1,
2010,45,011,  821023, 106,18000000,15000000,1,20231215111818700,2,2,1,
2010,46,011,  821044, 106,128400000,15000000,1,20231215111850300,2,2,1,
2010,47,011,  821045, 106,34800000,15000000,1,20231215111909700,2,2,1,
2010,48,011,  821045, 106,36000000,15000000,1,20231215111921300,2,2,1,
2010,49,011,  821014, 106,148000000,15000000,2,20231215112042400,2,2,1,
2010,50,011,  821014, 106,148000000,10000000,2,20231215112142700,2,2,1,
2010,51,011,  821015, 106,36900000,10000000,2,20231215112220700,2,2,1,
2010,52,011,  821015, 106,38000000,10000000,2,20231215112234500,2,2,1,
2010,55,011,  821011, 106,378300000,10000000,1,20231215130001200,2,2,1,
2010,56,011,  821023, 106,17500000,10000000,1,20231215130001200,2,2,1,
2010,58,011,  821023, 106,17000000,10000000,2,20231215130001200,2,2,1,
2010,63,011,  821014, 106,148000000,13000000,1,20231215130945200,2,2,1,
2010,64,011,  821015, 106,36900000,10000000,1,20231215131114900,2,2,1,
2010,67,011,  821041, 106,184611200,10000000,1,20231215131131300,2,2,1,
2010,69,011,  821015, 106,38000000,10000000,1,20231215131200200,2,2,1,
2010,75,011,  821023, 106,17500000,10000000,2,20231215132352900,2,2,1,
2010,80,011,  821033, 106,370000000,10000000,1,20231215133100000,2,2,1,
2010,83,011,  821013, 106,283710000,10000000,1,20231215133958400,2,2,1,
2010,84,011,  821011, 106,378300000,10000000,1,20231215134029000,2,2,1,
2010,85,011,  821011, 106,378300000,10000000,1,20231215134036600,2,2,1,
2010,86,011,  821014, 106,177600000,10000000,1,20231215134251800,2,2,1,
2010,93,011,  821023, 106,17600000,10000000,1,20231215135933600,2,2,1,
2010,95,011,  821023, 106,17600000,10000000,2,20231215135955300,2,2,1,
2010,97,011,  821035, 106,57100000,10000000,1,20231215140143600,2,2,1,
2010,99,011,  821035, 106,57100000,10000000,2,20231215140159300,2,2,1,
2010,110,011,  821011, 106,380202000,10000000,1,20231215143141800,2,2,1,
2010,114,011,  821014, 106,177600100,5640000000,1,20231215145034000,2,2,1,
2010,115,011,  821031, 106,140300000,99999000000,1,20231215150012100,2,2,1,
