20231110083000000,  821011, 106,23一一一                                ,0,
20231110083000000,  821013, 106,23一三01                                ,0,
20231110083000000,  821014, 106,23一四01                                ,0,
20231110083000000,  821015, 106,23一五01                                ,0,
20231110083000000,  821016, 106,23一六01                                ,0,
20231110083000000,  821021, 106,23二一01                                ,0,
20231110083000000,  821023, 106,23二三01                                ,0,
20231110083000000,  821024, 106,23二四01                                ,0,
20231110083000000,  821025, 106,23二五01                                ,0,
20231110083000000,  821026, 106,23二六01                                ,0,
20231110083000000,  825001, 106,仿真债1                                 ,0,
20231110083000000,  825002, 106,仿真债2                                 ,0,
20231110083000000,  825003, 106,仿真债3                                 ,0,
20231110090826200,  821011, 106,23一一一                                ,0,
20231110090826200,  821016, 106,23一六01                                ,0,
20231110090826200,  821025, 106,23二五01                                ,0,
20231110090826200,  825003, 106,仿真债3                                 ,0,
20231110091826200,  821013, 106,23一三01                                ,0,
20231110091826200,  821021, 106,23二一01                                ,0,
20231110091826200,  821026, 106,23二六01                                ,0,
20231110092500000,  821014, 106,23一四01                                ,0,
20231110092500000,  821023, 106,23二三01                                ,0,
20231110092500000,  825001, 106,仿真债1                                 ,0,
20231110093000000,  821015, 106,23一五01                                ,0,
20231110093000000,  821024, 106,23二四01                                ,0,
20231110093000000,  825002, 106,仿真债2                                 ,0,
20231110094000000,  821011, 106,23一一一                                ,0,
20231110094000000,  821016, 106,23一六01                                ,0,
20231110094000000,  821025, 106,23二五01                                ,0,
20231110094000000,  825003, 106,仿真债3                                 ,0,
20231110094505500,  821013, 106,23一三01                                ,0,
20231110094505500,  821021, 106,23二一01                                ,0,
20231110094505500,  821026, 106,23二六01                                ,0,
20231110095505500,  821014, 106,23一四01                                ,0,
20231110095505500,  821023, 106,23二三01                                ,0,
20231110095505500,  825001, 106,仿真债1                                 ,0,
20231110100000000,  821015, 106,23一五01                                ,0,
20231110100000000,  821024, 106,23二四01                                ,0,
20231110100000000,  825002, 106,仿真债2                                 ,0,
20231110100014900,  821011, 106,23一一一                                ,0,
20231110100014900,  821016, 106,23一六01                                ,0,
20231110100014900,  821025, 106,23二五01                                ,0,
20231110100014900,  825003, 106,仿真债3                                 ,0,
20231110100156300,  821013, 106,23一三01                                ,0,
20231110100156300,  821021, 106,23二一01                                ,0,
20231110100156300,  821026, 106,23二六01                                ,0,
20231110100648400,  821014, 106,23一四01                                ,0,
20231110100648400,  821023, 106,23二三01                                ,0,
20231110100648400,  825001, 106,仿真债1                                 ,0,
20231110101648400,  821015, 106,23一五01                                ,0,
20231110101648400,  821024, 106,23二四01                                ,0,
20231110101648400,  825002, 106,仿真债2                                 ,0,
20231110102648400,  821011, 106,23一一一                                ,0,
20231110102648400,  821016, 106,23一六01                                ,0,
20231110102648400,  821025, 106,23二五01                                ,0,
20231110102648400,  825003, 106,仿真债3                                 ,0,
20231110103648400,  821013, 106,23一三01                                ,0,
20231110103648400,  821021, 106,23二一01                                ,0,
20231110103648400,  821026, 106,23二六01                                ,0,
20231110104648400,  821014, 106,23一四01                                ,0,
20231110104648400,  821023, 106,23二三01                                ,0,
20231110104648400,  825001, 106,仿真债1                                 ,0,
20231110105648400,  821015, 106,23一五01                                ,0,
20231110105648400,  821024, 106,23二四01                                ,0,
20231110105648400,  825002, 106,仿真债2                                 ,0,
20231110110648400,  821011, 106,23一一一                                ,0,
20231110110648400,  821016, 106,23一六01                                ,0,
20231110110648400,  821025, 106,23二五01                                ,0,
20231110110648400,  825003, 106,仿真债3                                 ,0,
20231110111648400,  821013, 106,23一三01                                ,0,
20231110111648400,  821021, 106,23二一01                                ,0,
20231110111648400,  821026, 106,23二六01                                ,0,
20231110112119300,  821014, 106,23一四01                                ,0,
20231110112119300,  821023, 106,23二三01                                ,0,
20231110112119300,  825001, 106,仿真债1                                 ,0,
20231110113119300,  821015, 106,23一五01                                ,0,
20231110113119300,  821024, 106,23二四01                                ,0,
20231110113119300,  825002, 106,仿真债2                                 ,0,
20231110114119300,  821011, 106,23一一一                                ,0,
20231110114119300,  821016, 106,23一六01                                ,0,
20231110114119300,  821025, 106,23二五01                                ,0,
20231110114119300,  825003, 106,仿真债3                                 ,0,
20231110115119300,  821013, 106,23一三01                                ,0,
20231110115119300,  821021, 106,23二一01                                ,0,
20231110115119300,  821026, 106,23二六01                                ,0,
20231110120119300,  821014, 106,23一四01                                ,0,
20231110120119300,  821023, 106,23二三01                                ,0,
20231110120119300,  825001, 106,仿真债1                                 ,0,
20231110121119300,  821015, 106,23一五01                                ,0,
20231110121119300,  821024, 106,23二四01                                ,0,
20231110121119300,  825002, 106,仿真债2                                 ,0,
20231110122119300,  821011, 106,23一一一                                ,0,
20231110122119300,  821016, 106,23一六01                                ,0,
20231110122119300,  821025, 106,23二五01                                ,0,
20231110122119300,  825003, 106,仿真债3                                 ,0,
20231110123119300,  821013, 106,23一三01                                ,0,
20231110123119300,  821021, 106,23二一01                                ,0,
20231110123119300,  821026, 106,23二六01                                ,0,
20231110124119300,  821014, 106,23一四01                                ,0,
20231110124119300,  821023, 106,23二三01                                ,0,
20231110124119300,  825001, 106,仿真债1                                 ,0,
20231110125119300,  821015, 106,23一五01                                ,0,
20231110125119300,  821024, 106,23二四01                                ,0,
20231110125119300,  825002, 106,仿真债2                                 ,0,
20231110130000000,  821011, 106,23一一一                                ,0,
20231110130000000,  821016, 106,23一六01                                ,0,
20231110130000000,  821025, 106,23二五01                                ,0,
20231110130000000,  825003, 106,仿真债3                                 ,0,
20231110131000000,  821013, 106,23一三01                                ,0,
20231110131000000,  821021, 106,23二一01                                ,0,
20231110131000000,  821026, 106,23二六01                                ,0,
20231110132000000,  821014, 106,23一四01                                ,0,
20231110132000000,  821023, 106,23二三01                                ,0,
20231110132000000,  825001, 106,仿真债1                                 ,0,
20231110133000000,  821015, 106,23一五01                                ,0,
20231110133000000,  821024, 106,23二四01                                ,0,
20231110133000000,  825002, 106,仿真债2                                 ,0,
20231110134000000,  821011, 106,23一一一                                ,0,
20231110134000000,  821016, 106,23一六01                                ,0,
20231110134000000,  821025, 106,23二五01                                ,0,
20231110134000000,  825003, 106,仿真债3                                 ,0,
20231110135000000,  821013, 106,23一三01                                ,0,
20231110135000000,  821021, 106,23二一01                                ,0,
20231110135000000,  821026, 106,23二六01                                ,0,
20231110140000000,  821014, 106,23一四01                                ,0,
20231110140000000,  821023, 106,23二三01                                ,0,
20231110140000000,  825001, 106,仿真债1                                 ,0,
20231110141000000,  821015, 106,23一五01                                ,0,
20231110141000000,  821024, 106,23二四01                                ,0,
20231110141000000,  825002, 106,仿真债2                                 ,0,
20231110142000000,  821011, 106,23一一一                                ,0,
20231110142000000,  821016, 106,23一六01                                ,0,
20231110142000000,  821025, 106,23二五01                                ,0,
20231110142000000,  825003, 106,仿真债3                                 ,0,
20231110143000000,  821013, 106,23一三01                                ,0,
20231110143000000,  821021, 106,23二一01                                ,0,
20231110143000000,  821026, 106,23二六01                                ,0,
20231110144000000,  821014, 106,23一四01                                ,0,
20231110144000000,  821023, 106,23二三01                                ,0,
20231110144000000,  825001, 106,仿真债1                                 ,0,
20231110145000000,  821015, 106,23一五01                                ,0,
20231110145000000,  821024, 106,23二四01                                ,0,
20231110145000000,  825002, 106,仿真债2                                 ,0,
20231110150000000,  821011, 106,23一一一                                ,0,
20231110150000000,  821016, 106,23一六01                                ,0,
20231110150000000,  821025, 106,23二五01                                ,0,
20231110150000000,  825003, 106,仿真债3                                 ,0,
20231110151000000,  821013, 106,23一三01                                ,0,
20231110151000000,  821021, 106,23二一01                                ,0,
20231110151000000,  821026, 106,23二六01                                ,0,
20231110152000000,  821014, 106,23一四01                                ,0,
20231110152000000,  821023, 106,23二三01                                ,0,
20231110152000000,  825001, 106,仿真债1                                 ,0,
20231110152700000,  821015, 106,23一五01                                ,0,
20231110152700000,  821024, 106,23二四01                                ,0,
20231110152700000,  825002, 106,仿真债2                                 ,0,
20231110153700000,  821011, 106,23一一一                                ,0,
20231110153700000,  821016, 106,23一六01                                ,0,
20231110153700000,  821025, 106,23二五01                                ,0,
20231110153700000,  825003, 106,仿真债3                                 ,0,
