2010,148,011,  821036, 106,0,0,0,2000000,0,4,20231114093000400,1,2,
2010,149,011,  821032, 106,0,0,0,20000000,0,4,20231114093002100,1,2,
2010,151,011,  821035, 106,0,0,0,10000000,0,4,20231114093047200,1,2,
2010,152,011,  821035, 106,0,0,0,10000000,0,4,20231114093052600,1,2,
2010,185,011,  821034, 106,0,0,0,10000000,0,4,20231114093334700,1,2,
2010,197,011,  821031, 106,0,0,0,10000000,0,4,20231114094155500,1,2,
2010,200,011,  821032, 106,0,0,0,10000000,0,4,20231114094310500,1,2,
2010,408,011,  821034, 106,0,0,0,10000000,0,4,20231114105252800,1,2,
2010,429,011,  821023, 106,0,0,0,5000000,0,4,20231114110645500,1,2,
2010,432,011,  821023, 106,0,0,0,10000000,0,4,20231114111055900,1,2,
2010,458,011,  821035, 106,0,0,0,500000000,0,4,20231114112514800,1,2,
2010,546,011,  821024, 106,0,0,28356000,10000000,2835600000,F,20231114130014500,1,2,
2010,573,011,  821032, 106,0,0,0,50000000,0,4,20231114131647100,1,2,
2010,588,011,  821031, 106,0,0,0,10000000,0,4,20231114132222300,1,2,
2010,591,011,  821036, 106,0,0,0,10000000,0,4,20231114132300500,1,2,
2010,616,011,  821034, 106,0,0,0,100000000,0,4,20231114133143700,1,2,
2010,618,011,  821034, 106,0,0,0,100000000,0,4,20231114133148500,1,2,
2010,619,011,  821033, 106,0,0,0,100000000,0,4,20231114133151600,1,2,
2010,624,011,  821036, 106,0,0,0,100000000,0,4,20231114133316000,1,2,
2010,625,011,  821035, 106,0,0,0,10000000,0,4,20231114133319200,1,2,
2010,626,011,  821033, 106,0,0,0,1000000000,0,4,20231114133323000,1,2,
2010,673,011,  821015, 106,0,0,31417000,12000000,3770040000,F,20231114134610300,1,2,
2010,678,011,  821015, 106,0,0,0,8000000,0,4,20231114134625000,1,2,
2010,783,011,  821021, 106,0,0,0,10000000,0,4,20231114141113600,1,2,
2010,794,011,  821031, 106,0,0,0,10000000,0,4,20231114141843300,1,2,
2010,795,011,  821034, 106,0,0,0,100000000000,0,4,20231114141843400,1,2,
2010,805,011,  821034, 106,0,0,0,61485000000,0,4,20231114142144000,1,2,
2010,806,011,  821034, 106,0,0,0,100000000000,0,4,20231114142146200,1,2,
2010,807,011,  821034, 106,0,0,0,100000000000,0,4,20231114142149200,1,2,
2010,808,011,  821034, 106,0,0,0,100000000000,0,4,20231114142152200,1,2,
2010,842,011,  821023, 106,0,0,0,8000000,0,4,20231114144428300,1,2,
2010,850,011,  821035, 106,0,0,0,20000000,0,4,20231114145003900,1,2,
2010,851,011,  821036, 106,0,0,0,100000000,0,4,20231114145007000,1,2,
2010,853,011,  821025, 106,0,0,30000000,17000000,5100000000,F,20231114145138800,1,2,
2010,862,011,  821024, 106,0,0,0,10000000,0,4,20231114150352700,1,2,
2010,863,011,  821031, 106,0,0,0,100000000000,0,4,20231114150406600,1,2,
2010,864,011,  821021, 106,0,0,0,10000000,0,4,20231114150456900,1,2,
2010,890,011,  821034, 106,0,0,0,10000000,0,4,20231114151644100,1,2,
2010,901,011,  821031, 106,0,0,0,10000000,0,4,20231114152154800,1,2,
2010,903,011,  821031, 106,0,0,0,10001000000,0,4,20231114152606800,1,2,
2010,906,011,  821033, 106,0,0,20700000,10000000,2070000000,F,20231114152700000,1,2,
2010,907,011,  821033, 106,0,0,20700000,10000000,2070000000,F,20231114152700000,1,2,
2010,908,011,  821036, 106,0,0,13500000,10000000,1350000000,F,20231114152700000,1,2,
